Id,Role,Name,Squad,Price,MyRating,Mate,Regularness,FVM,ExpectedPrice
2178,P,Cragno,Sassuolo,3,1.9,,3,8,1
510,P,Pegolo,Sassuolo,1,1.0,,1,1,1
6426,D,Pedersen,Sassuolo,7,2.0,Toljan,3,10,3
4426,D,Toljan,Sassuolo,6,1.7,Pedersen,4,9,1
4982,D,Erlic,Sassuolo,6,2.0,,5,10,1
5718,D,Viti,Sassuolo,6,1.4,Tressoldi,3,7,1
5747,D,Tressoldi,Sassuolo,5,1.4,Viti,4,7,1
5509,D,Vina,Sassuolo,4,1.0,,5,6,1
1895,D,Ferrari G.,Sassuolo,3,2.0,,3,10,3
6189,D,Missori,Sassuolo,2,1.0,,1,1,1
5451,C,Bajrami,Sassuolo,13,3.4,Thorstvedt,4,36,17
5511,C,Matheus Henrique,Sassuolo,9,2.2,,5,9,1
5844,C,Thorstvedt,Sassuolo,6,2.3,Bajrami,3,7,1
2692,C,Castillejo,Sassuolo,5,2.6,,3,9,1
6219,C,Boloca,Sassuolo,5,2.0,,4,12,4
5267,C,Racic,Sassuolo,4,2.0,,3,8,2
4501,C,Obiang,Sassuolo,2,1.0,,2,3,1
5735,C,Volpato,Sassuolo,2,1.0,,2,4,1
6246,C,Lipani,Sassuolo,1,1.0,,1,1,1
531,A,Berardi,Sassuolo,30,4.6,,5,271,177
6060,A,Lauriente',Sassuolo,21,3.6,,5,105,49
2038,A,Pinamonti,Sassuolo,13,2.4,Mulattieri,4,57,25
6205,A,Mulattieri,Sassuolo,11,2.0,Pinamonti,3,22,1
643,A,Defrel,Sassuolo,9,1.8,,3,12,1
