id,role,role_m,name,squad,price,age,myrating,mate,regularness,fvm,expmf,expprice,expstd
6424,C,M;C,Prati,Cagliari,4,21.0,3.2,,,12,6.02,9,5
6633,C,M;C,Pierret,Lecce,4,,,,,8,,7,5
6640,C,E;W,Felici,Cagliari,4,,,,,12,,9,5
6674,C,M;C,Andersen M.k.,Venezia,4,,,,,13,,9,5
27,C,M;C,Grassi,Empoli,3,29.0,2.7,,,4,5.84,4,5
333,C,M;C,Cataldi,Fiorentina,3,30.0,3.0,,,7,5.94,6,5
556,C,M;C,Baselli,Como,3,,,,,7,,6,5
1987,C,E;C,Jankto,Cagliari,3,28.0,3.0,,,6,6.01,5,5
2357,C,M;C,Cyprien,Parma,3,,,,,2,,3,5
4870,C,M;C,Adopo,Cagliari,3,24.0,2.8,,,3,6.07,4,5
5422,C,W,Zalewski,Roma,3,22.0,3.0,,,8,5.99,7,5
5879,C,T;A,Vignato S.,Monza,3,20.0,3.2,,,5,6.38,5,5
6048,C,W,Alidou,Verona,3,,,,,6,,5,5
6054,C,M;C,Moro N.,Bologna,3,21.0,3.1,,,8,6.11,7,5
6212,C,M;C,Zarraga,Udinese,3,25.0,3.0,,,6,6.09,5,5
6562,C,M;C,Dani Silva,Verona,3,,,,,5,,5,5
6579,C,W,Mitrovic S.,Verona,3,,,,,6,,5,5
6656,C,M;C,Braunoder,Como,3,,,,,8,,7,5
6676,C,M;C,Engelhardt,Como,3,,,,,8,,7,5
6900,C,E;W,Rui Modesto,Udinese,3,,,,,5,,5,5
6904,C,W;T,Yeboah J.,Venezia,3,,,,,8,,7,5
2161,C,M;C,Haas,Empoli,2,,,,,3,,4,5
4349,C,M;C,Nicolussi Caviglia,Venezia,2,24.0,2.9,,,4,6.07,4,5
5298,C,M;C,Pobega,Bologna,2,25.0,3.2,,,10,6.11,8,5
5421,C,C;T,Camara D.,Parma,2,,,,,1,,3,5
5486,C,C,Crnigoj,Venezia,2,,,,,1,,3,5
5516,C,M;C,Bianco,Monza,2,,,,,2,,3,5
5998,C,E;W,Zerbin,Napoli,2,25.0,2.7,,,4,5.83,4,5
6024,C,M;C,Sulemana I.,Atalanta,2,21.0,2.9,,,4,6.04,4,5
6191,C,M;C,Belahyane,Verona,2,,,,,4,,4,5
6889,C,W;T,Anjorin,Empoli,2,,,,,4,,4,5
5286,C,M;C,Akpa Akpro,Lazio,1,32.0,2.7,,,2,5.99,3,5
5725,C,M;C,Kone B.,Como,1,,,,,1,,3,5
5798,C,M;C,Bohinen,Genoa,1,25.0,2.6,,,1,6.06,3,5
6190,C,C,Pisilli,Roma,1,,,,,1,,3,5
6203,C,M;C,Belardinelli,Empoli,1,23.0,2.5,,,1,6.05,3,5
6410,C,M;C,Kaba,Lecce,1,23.0,2.4,,,1,5.82,3,5
6524,C,C;T,Zeroli,Milan,1,,,,,1,,3,5
6532,C,E;W,Buchanan T.,Inter,1,,,,,1,,3,5
6677,C,T,Adzic,Juventus,1,,,,,1,,3,5
6678,C,W;T,Liberali,Milan,1,,,,,1,,3,5
6683,C,M;C,Doumbia I.,Venezia,1,,,,,2,,3,5
6839,C,C;T,Byar,Bologna,1,,,,,1,,3,5
6891,C,M;C,Vos,Milan,1,,,,,1,,3,5
6903,C,C;T,Hasa,Lecce,1,,,,,1,,3,5
6908,C,M;C,Atta,Udinese,1,,,,,1,,3,5
2764,A,Pc,Martinez L.,Inter,39,27.0,4.7,,,406,8.39,255,35
2841,A,Pc,Vlahovic,Juventus,38,24.0,4.3,,,383,7.74,240,33
4661,A,Pc,Osimhen,Napoli,34,26.0,4.0,,,155,7.48,90,17
309,A,A,Dybala,Roma,33,31.0,4.4,,,279,8.07,172,26
2531,A,Pc,Lukaku,Napoli,33,31.0,4.1,,,340,7.43,212,30
4871,A,Pc,Thuram,Inter,32,27.0,4.2,,,260,7.64,159,24
5839,A,A,Kvaratskhelia,Napoli,30,23.0,4.1,,,260,7.52,159,24
6675,A,Pc,Dovbyk,Roma,30,,,,,238,,145,23
2137,A,Pc,Scamacca,Atalanta,27,25.0,4.0,,,145,7.48,83,16
4730,A,A,Lookman,Atalanta,27,28.0,4.2,,,222,7.63,134,22
313,A,Pc,Morata,Milan,26,,,,,181,,107,19
608,A,Pc,Zapata D.,Torino,26,33.0,3.9,,,172,7.15,101,18
5800,A,A,Gudmundsson A.,Fiorentina,26,27.0,4.0,,,170,7.49,100,18
4179,A,A,Gonzalez N.,Juventus,24,26.0,3.8,,,102,7.19,55,13
4510,A,A,Leao,Milan,24,25.0,4.1,,,200,7.45,120,20
6228,A,Pc,Retegui,Atalanta,23,25.0,3.8,,,194,7.03,116,20
6226,A,Pc,Castellanos,Lazio,22,26.0,3.5,,,112,6.62,62,14
5995,A,A,De Ketelaere,Atalanta,21,23.0,3.9,,,147,7.3,85,16
6643,A,Pc,Dallinga,Bologna,21,,,,,94,,50,12
2097,A,Pc,Kean,Fiorentina,20,24.0,3.8,,,100,7.18,54,13
2038,A,Pc,Pinamonti,Genoa,19,25.0,3.6,,,97,6.79,52,13
5734,A,W;A,Soule',Roma,19,21.0,3.7,,,93,6.95,49,12
441,A,Pc,Belotti,Como,16,31.0,3.6,,,75,6.86,37,11
6434,A,A,Yildiz,Juventus,16,19.0,3.4,,,84,6.57,43,12
6435,A,Pc,Krstovic,Lecce,16,24.0,3.4,,,72,6.56,35,11
6556,A,A,Noslin,Lazio,16,,,,,73,,36,11
6628,A,Pc,Taremi,Inter,16,,,,,70,,34,11
6646,A,A,Adams C.,Torino,16,,,,,72,,35,11
2475,A,A,Sanchez,Udinese,15,36.0,3.5,,,70,6.83,34,11
5079,A,Pc,Pohjanpalo,Venezia,15,,,,,78,,39,11
5672,A,Pc,Dia,Lazio,15,28.0,3.4,,,66,6.6,31,10
4359,A,Pc,Piccoli,Cagliari,14,23.0,3.4,,,55,6.6,24,10
6215,A,Pc,Lucca,Udinese,14,24.0,3.5,,,71,6.78,35,11
4923,A,Pc,Colombo,Empoli,13,22.0,3.4,,,55,6.6,24,10
2061,A,Pc,Simeone,Napoli,12,29.0,2.9,,,15,6.13,1,7
2544,A,Pc,Abraham,Milan,12,27.0,3.5,,,30,7.04,8,8
4436,A,A,Cambiaghi,Bologna,12,24.0,3.1,,,20,6.37,1,7
5297,A,A,Luvumbo,Cagliari,12,22.0,3.4,,,38,6.69,13,8
6164,A,Pc,Vitinha O.,Genoa,12,,,,,79,,40,11
6227,A,A,Okafor,Milan,12,24.0,3.3,,,21,6.79,2,7
6398,A,W;A,Isaksen,Lazio,12,23.0,3.1,,,25,6.39,4,7
6801,A,Pc,Tengstedt,Verona,12,,,,,22,,2,7
2012,A,Pc,Milik,Juventus,11,30.0,3.1,,,22,6.45,2,7
2369,A,A,Thauvin,Udinese,11,31.0,3.4,,,37,6.76,12,8
5471,A,Pc,Djuric,Monza,11,34.0,3.2,,,31,6.51,8,8
479,A,Pc,Sanabria,Torino,10,28.0,3.0,,,18,6.36,1,7
2155,A,Pc,Cutrone,Como,10,,,,,23,,3,7
4371,A,A,Raspadori,Napoli,10,24.0,3.2,,,22,6.5,2,7
6207,A,W;A,Almqvist,Parma,10,25.0,3.0,,,18,6.19,1,7
6409,A,A,Beltran L.,Fiorentina,10,23.0,3.3,,,34,6.63,10,8
6630,A,Pc,Mosquera,Verona,10,,,,,25,,4,7
1939,A,Pc,Lapadula,Cagliari,9,34.0,2.9,,,11,6.25,1,6
1958,A,A,Caprari,Monza,9,31.0,3.2,,,17,6.76,1,7
2438,A,Pc,Jovic,Milan,9,27.0,3.2,,,16,6.65,1,7
2765,A,A,Odgaard,Bologna,9,,,,,13,,1,6
5506,A,A,Ekuban,Genoa,9,31.0,3.1,,,10,6.6,1,6
5882,A,A,Mota,Monza,9,26.0,3.1,,,22,6.49,2,7
6145,A,W;A,Ngonge,Napoli,9,24.0,3.1,,,12,6.54,1,6
6667,A,A,Benedyczak,Parma,9,,,,,20,,1,7
6669,A,Pc,Bonny,Parma,9,,,,,42,,15,9
4268,A,Pc,Arnautovic,Inter,8,35.0,3.2,,,20,6.58,1,7
5322,A,W;A,Mihaila,Parma,8,,,,,17,,1,7
6001,A,W;A,Banda,Lecce,8,23.0,2.9,,,13,6.28,1,6
6213,A,A,Brenner,Udinese,8,24.0,3.4,,,26,6.84,5,7
6572,A,Pc,Castro S.,Bologna,8,,,,,47,,19,9
5500,A,W;A,Cancellieri,Parma,6,22.0,2.9,,,13,6.27,1,6
5637,A,Pc,Davis K.,Udinese,6,26.0,3.2,,,8,7.01,1,6
6644,A,Pc,Rocha Livramento,Verona,6,,,,,12,,1,6
383,A,Pc,Petagna,Monza,5,29.0,3.3,,,13,6.93,1,6
5311,A,Pc,Shomurodov,Roma,5,29.0,2.9,,,6,6.41,1,6
5881,A,Pc,Gytkjaer,Venezia,5,,,,,10,,1,6
6833,A,A,Mbangula,Juventus,5,,,,,17,,1,7
6895,A,A,Dominguez B.,Bologna,5,,,,,11,,1,6
186,A,A,Rebic,Lecce,4,,,,,7,,1,6
2762,A,A,Kouame',Fiorentina,4,27.0,3.0,,,13,6.42,1,6
4463,A,A,Esposito Se.,Empoli,4,,,,,15,,1,7
6119,A,A,Solbakken,Empoli,4,,,,,12,,1,6
6159,A,A,Sarr A.,Verona,4,,,,,7,,1,6
6549,A,W;A,Pierotti,Lecce,4,,,,,4,,1,6
6653,A,A,Bravo,Udinese,4,,,,,8,,1,6
247,A,Pc,Pavoletti,Cagliari,3,36.0,2.7,,,5,6.15,1,6
495,A,A,Correa,Inter,3,,,,,7,,1,6
2103,A,Pc,Pellegri,Empoli,3,23.0,3.2,,,8,6.97,1,6
2489,A,A,Pedro,Lazio,3,37.0,2.8,,,5,6.28,1,6
6635,A,Pc,Pizarro,Udinese,3,,,,,7,,1,6
306,A,Pc,Cerri,Como,2,,,,,1,,1,6
5436,A,Pc,Raimondo,Venezia,2,,,,,2,,1,6
6657,A,Pc,Gabrielloni,Como,2,,,,,2,,1,6
2325,A,A,Karamoh,Torino,1,26.0,2.7,,,1,6.74,1,6
6418,A,Pc,Burnete,Lecce,1,20.0,2.7,,,1,6.77,1,6
6490,A,Pc,Cruz,Verona,1,,,,,1,,1,6
6519,A,Pc,Camarda,Milan,1,,,,,1,,1,6
6565,A,Pc,Ankeye,Genoa,1,,,,,1,,1,6
6598,A,Pc,Mutandwa,Cagliari,1,,,,,2,,1,6
6603,A,A,Joao Costa,Roma,1,,,,,1,,1,6
6648,A,W;A,Jasim,Como,1,,,,,1,,1,6
6670,A,Pc,Charpentier,Parma,1,,,,,1,,1,6
6822,A,Pc,Ekhator,Genoa,1,,,,,1,,1,6
